rel_income,perc_025,perc_05,perc_25,perc_50,perc_75,perc_95,perc_975,perc_mean,perc_std,perc_upper_std,perc_lower_std
9.1,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.44207317073170826,0.2076424859881839,0.8573581427080761,0.026788198755340442
9.2,0.2,0.2,0.5,0.6,0.6,0.6,0.6,0.5063636363636375,0.16646749288822246,0.8392986221400824,0.17342865058719253
9.3,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.5480769230769231,0.13330593184108444,0.814688786759092,0.28146505939475425
10.0,0.2,0.2,0.25,0.6,0.7,0.7,0.7,0.469600000000001,0.22269391694691917,0.9149878338938393,0.02421216610616267
9.4,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.5491452991453002,0.14157106567796335,0.8322874305012269,0.2660031677893735
9.5,0.2,0.2,0.6,0.6,0.6,0.7,0.7,0.5223684210526327,0.16117545340887254,0.8447193278703777,0.20001751423488762
9.6,0.2,0.2,0.25,0.6,0.6,0.7,0.85,0.5122950819672131,0.19867388221759258,0.9096428464023982,0.11494731753202792
9.7,0.2,0.2,0.25,0.6,0.6,0.6,0.6625,0.48660714285714285,0.1825304635666883,0.8516680699905195,0.12154621572376623
9.8,0.2,0.2,0.25,0.6,0.6,0.6599999999999994,0.7,0.46376811594202894,0.20052945690372767,0.8648270297494842,0.0627092021345736
9.9,0.2,0.2,0.25,0.4,0.6,0.7,0.7,0.4268292682926825,0.19751505036819658,0.8218593690290756,0.03179916755628931
10.1,0.2,0.2,0.2,0.25,0.625,0.7,0.7074999999999996,0.39499999999999985,0.22837216589121825,0.8517443317824364,-0.06174433178243666
10.8,0.25,0.25,0.25,0.7,0.7,0.7,0.7,0.5454081632653064,0.2104348387885738,0.9662778408424539,0.12453848568815878
10.7,0.25,0.25,0.7,0.7,0.7,0.7,0.7,0.5927835051546398,0.19337863478614328,0.9795407747269265,0.20602623558235328
11.0,0.25,0.25,0.25,0.7,0.7,0.7,0.7,0.5683870967741946,0.20631423477014205,0.9810155663144787,0.15575862723391054
10.4,0.2,0.25,0.7,0.7,0.7,0.7,0.7,0.6198630136986305,0.17455095682831523,0.968964927355261,0.27076110004200005
10.6,0.25,0.25,0.7,0.7,0.7,0.7,0.7,0.6309392265193386,0.16230527361001132,0.9555497737393612,0.306328679299316
10.5,0.25,0.45250000000000007,0.7,0.7,0.7,0.7,0.7,0.6754545454545468,0.10265857157879624,0.8807716886121393,0.4701374022969543
10.9,0.25,0.25,0.25,0.7,0.7,0.7,0.7,0.5074074074074071,0.21896219866553343,0.945331804738474,0.06948301007634022
11.1,0.25,0.25,0.25,0.7,0.7,0.7,0.7274999999999998,0.5133333333333333,0.2262640101714158,0.9658613536761649,0.06080531299050168
10.2,0.2,0.2,0.25,0.55,0.7,0.7,0.7,0.4720588235294115,0.23554938247945542,0.9431575884883223,0.0009600585705006326
10.3,0.2,0.2,0.625,0.7,0.7,0.7,0.7675000000000025,0.591666666666667,0.2154262070970599,1.022519080860787,0.16081425247254721
11.4,0.25,0.25,0.25,0.4,0.7,0.8,0.8,0.478,0.24284768889161784,0.9636953777832357,-0.007695377783235702
11.2,0.25,0.25,0.25,0.4,0.7,0.8,0.8,0.4973684210526316,0.22698120590977863,0.9513308328721889,0.04340600923307436
11.5,0.25,0.25,0.36250000000000004,0.7,0.8,0.8,0.8,0.5687499999999999,0.24420707764967328,1.0571641552993465,0.0803358447006533
11.3,0.25,0.25,0.25,0.4,0.7,0.8,0.8,0.44117647058823534,0.23467750086398298,0.9105314723162012,-0.028178531139730623
12.9,0.25,0.25,0.4,0.4,0.8,0.8,0.8,0.5256097560975606,0.2348195986335873,0.9952489533647352,0.05597055883038593
12.8,0.25,0.25,0.4,0.4,0.8,0.8,0.8,0.5092592592592587,0.22800903533778516,0.9652773299348291,0.053241188583688426
12.7,0.25,0.25,0.4,0.4,0.8,0.8,0.8,0.5499999999999997,0.24088652056408996,1.0317730411281796,0.06822695887181979
12.0,0.25,0.25,0.4,0.8,0.8,0.8,0.8,0.6461363636363632,0.22964351874941177,1.1054234011351867,0.18684932613753963
11.9,0.25,0.25,0.8,0.8,0.8,0.8,0.8,0.671808510638297,0.22819517568599054,1.128198862010278,0.21541815926631597
11.8,0.25,0.25,0.4,0.8,0.8,0.8,0.8,0.6055555555555554,0.24315351256547066,1.0918625806864968,0.11924853042461409
12.1,0.25,0.25,0.7000000000000001,0.8,0.8,0.8,0.8,0.674038461538461,0.22197051860034764,1.1179794987391563,0.23009742433776575
12.2,0.25,0.25,0.4,0.8,0.8,0.8,0.8,0.6708029197080286,0.22043092286727503,1.1116647654425786,0.22994107397347857
12.3,0.25,0.25,0.4,0.8,0.8,0.8,0.8,0.6639534883720923,0.22342931015143674,1.1108121086749658,0.21709486806921885
12.4,0.25,0.25,0.4,0.8,0.8,0.8,0.8,0.6298701298701294,0.22467223791730997,1.0792146057047494,0.1805256540355094
12.5,0.25,0.25,0.4,0.4,0.8,0.8,0.8,0.5649999999999996,0.2339217556258975,1.0328435112517946,0.0971564887482046
12.6,0.25,0.25,0.4,0.4,0.8,0.8,0.8,0.5581818181818179,0.24128583717005678,1.0407534925219315,0.07561014384170434
11.6,0.25,0.25,0.25,0.8,0.8,0.8,0.8,0.5590909090909092,0.2702587144335456,1.0996083379580004,0.018573480223817995
11.7,0.25,0.25,0.25,0.8,0.8,0.8,0.8,0.5703703703703703,0.25449144970596776,1.0793532697823058,0.061387470958434776
13.0,0.25,0.25,0.25,0.4,0.8,0.8,0.8350000000000009,0.46775700934579384,0.21969665369277194,0.9071503167313377,0.028363701960249954
13.1,0.25,0.25,0.25,0.4,0.4,0.8,0.8,0.4279411764705883,0.21956954322884917,0.8670802629282867,-0.01119790998711001
13.4,0.25,0.25,0.4,0.4,0.4,0.8099999999999995,0.9,0.4194915254237285,0.16918082275781807,0.7578531709393646,0.08112987990809234
13.2,0.25,0.25,0.4,0.4,0.4,0.8,0.8,0.43404255319148916,0.15676983370073774,0.7475822205929646,0.12050288579001367
13.3,0.25,0.25,0.4,0.4,0.4,0.8,0.9,0.4214285714285709,0.1413115143906499,0.7040516002098707,0.13880554264727107
16.4,0.5225,0.5449999999999999,0.6,0.6,0.6,0.9,0.9,0.6499999999999998,0.135400640077266,0.9208012801545318,0.3791987198454678
16.1,0.5,0.5,0.5,0.9,0.9,0.9,0.9,0.7470588235294118,0.19078013215093814,1.128619087831288,0.3654985592275355
15.9,0.5375,0.575,0.9,0.9,0.9,0.9,0.9,0.8375000000000001,0.13601470508735444,1.109529410174709,0.5654705898252912
14.0,0.28,0.4,0.4,0.9,0.9,0.9,0.9,0.6705426356589165,0.2561442162066596,1.1828310680722356,0.15825420324559725
14.3,0.4,0.4,0.4,0.9,0.9,0.9,0.9,0.717021276595744,0.23803466037000856,1.193090597335761,0.24095195585572687
13.9,0.29125,0.4,0.4,0.9,0.9,0.9,0.9,0.7499999999999992,0.23948474100967393,1.228969482019347,0.27103051798065136
14.2,0.4,0.4,0.4,0.65,0.9,0.9,0.9,0.6474999999999991,0.25535369289394716,1.1582073857878934,0.13679261421210476
14.4,0.4,0.4,0.4,0.9,0.9,0.9,0.9,0.7249999999999993,0.23201247215191376,1.1890249443038268,0.2609750556961718
14.1,0.4,0.4,0.4,0.7,0.9,0.9,0.9,0.6489130434782602,0.2552752611147387,1.1594635657077377,0.1383625212487828
13.7,0.25,0.25,0.2875,0.4,0.9,0.9,0.9,0.5648148148148143,0.2864271828879635,1.1376691805907413,-0.00803955096111264
13.8,0.25,0.25,0.4,0.9,0.9,0.9,0.9,0.7448979591836727,0.2504672504289033,1.2458324600414792,0.2439634583258662
14.9,0.4,0.4,0.5,0.9,0.9,0.9,0.9,0.7609756097560969,0.22122166347409078,1.2034189367042785,0.31853228280791535
15.2,0.4,0.4,0.4,0.9,0.9,0.9,0.9,0.7107142857142855,0.24242491883022524,1.195564123374736,0.22586444805383504
15.0,0.4,0.4,0.4,0.9,0.9,0.9,0.9,0.7455000000000008,0.23258483843687452,1.21066967687375,0.2803303231262518
15.3,0.4,0.4,0.42500000000000004,0.9,0.9,0.9,0.9,0.7454545454545456,0.2324348812591906,1.2103243079729267,0.2805847829361644
15.1,0.4,0.4,0.4,0.9,0.9,0.9,0.9,0.7148148148148146,0.24605143881170569,1.2069176924382259,0.2227119371914032
15.4,0.4,0.4,0.825,0.9,0.9,0.9,0.9,0.7999999999999998,0.18316218795585018,1.1663243759117001,0.43367562408829946
14.8,0.4,0.4,0.9,0.9,0.9,0.9,0.9,0.8083333333333328,0.19179602260139358,1.19192537853612,0.4247412881305456
14.6,0.4,0.4,0.4,0.9,0.9,0.9,0.9,0.7435897435897427,0.22596962420261493,1.1955289919949725,0.29165049518451286
14.7,0.4,0.4,0.6,0.9,0.9,0.9,0.9,0.7653846153846146,0.21370383868646506,1.1927922927575447,0.33797693801168444
14.5,0.4,0.4,0.5,0.9,0.9,0.9,0.9,0.7333333333333328,0.22153558220836023,1.1764044977500534,0.2902621689166124
13.5,0.25,0.25,0.4,0.4,0.9,0.9,0.9,0.5419999999999994,0.25261085665101407,1.0472217133020276,0.03677828669797123
13.6,0.25,0.25,0.4,0.65,0.9,0.9,0.9,0.6359374999999997,0.2715648722473319,1.1790672444946635,0.09280775550533593
16.0,0.4775,0.5,0.6,0.9,0.9,0.9,0.9,0.7656250000000004,0.1696474047413749,1.1049198094827504,0.42633019051725063
15.5,0.4,0.4,0.9,0.9,0.9,0.9,0.9,0.8249999999999998,0.17507762253652942,1.1751552450730587,0.474844754926941
15.6,0.4,0.4,0.6,0.9,0.9,0.9,0.9,0.7777777777777778,0.19676876967127868,1.1713153171203352,0.3842402384352204
15.8,0.4325,0.46499999999999997,0.9,0.9,0.9,0.9,0.9,0.8142857142857144,0.17478401113789144,1.1638537365614972,0.4647176920099315
15.7,0.55,0.6,0.9,0.9,0.9,0.9,0.9,0.8238095238095242,0.14108423691100969,1.1059779976315436,0.5416410499875048
16.3,0.5,0.5,0.6,0.6,0.9,0.9,0.9,0.6692307692307691,0.16525039276108333,0.9997315547529357,0.3387299837086024
16.8,0.5,0.5,0.5,0.6,0.6,0.6,0.6749999999999989,0.5709677419354838,0.0782881361258813,0.7275440141872465,0.4143914696837212
16.2,0.52,0.54,0.6,0.6,0.6,0.9,0.9,0.6555555555555554,0.14240006242195885,0.9403556803994731,0.37075543071163775
16.9,0.5,0.5,0.6,0.6,0.6,0.6,0.7349999999999998,0.5956521739130433,0.07674195764535265,0.7491360892037485,0.442168258622338
0.1,0.01,0.01,0.01,0.02,0.02,0.04,0.04,0.019540481400437612,0.009505711705648514,0.038551904811734636,0.0005290579891405849
0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.011461038961038908,0.0052440543244168195,0.021949147609872547,0.0009729303122052689
-0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.010000000000000005,5.2378547305713025e-18,0.010000000000000016,0.009999999999999995
-0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.010000000000000005,5.27220168698867e-18,0.010000000000000016,0.009999999999999995
0.2,0.01,0.01,0.02,0.03,0.04,0.05,0.05,0.029333333333333083,0.011792022176742044,0.052917377686817174,0.005749288979848995
-0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01
-0.6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01
-1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,NaN,NaN,NaN
-0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01
-2.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,NaN,NaN,NaN
-1.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,NaN,NaN,NaN
-0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01
-0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,NaN,NaN,NaN
0.3,0.02,0.02,0.03,0.04,0.05,0.05,0.05,0.036568914956011236,0.010433692014639909,0.057436298985291054,0.01570153092673142
0.4,0.03,0.03,0.04,0.05,0.05,0.05,0.05,0.04394477317554276,0.0071558668333190426,0.058256506842180845,0.029633039508904675
16.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5705882352941175,0.046966821831386195,0.6645218789568899,0.4766545916313451
17.2,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5794117647058824,0.041042563012190475,0.6614968907302634,0.49732663868150145
17.3,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.576744186046512,0.04274625743754582,0.6622367009216037,0.4912516711714204
17.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5863636363636371,0.03458040190345105,0.6555244401705391,0.517202832556735
19.4,0.5,0.5,0.5,0.5,0.5,0.5050000000000001,0.5524999999999999,0.505,0.022360679774997894,0.5497213595499958,0.4602786404500042
18.2,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.546511627906977,0.05046845884077513,0.6474485455885273,0.4455747102254268
17.7,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5773584905660383,0.04225157909639989,0.661861648758838,0.4928553323732385
16.7,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5588235294117645,0.05072996561958922,0.6602834606509429,0.45736359817258604
17.8,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5716981132075477,0.04547762971026369,0.6626533726280751,0.4807428537870203
17.9,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5584905660377364,0.04974536029447656,0.6579812866266895,0.45899984544878325
18.1,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5656249999999999,0.048255870443481425,0.6621367408869627,0.4691132591130371
18.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5384615384615388,0.04928640580901441,0.6370343500795675,0.43988872684350994
18.6,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5313725490196083,0.046862334890320476,0.6250972188002493,0.4376478792389673
18.9,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5130434782608695,0.034435022157509085,0.5819135225758877,0.4441734339458513
18.7,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5367346938775516,0.048707791774949494,0.6341502774274506,0.4393191103276526
18.8,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5307692307692307,0.047067872433164154,0.6249049756355589,0.43663348590290235
18.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5243589743589747,0.04320262568949791,0.6107642257379705,0.4379537229799789
18.0,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5736434108527133,0.04422841960521753,0.6621002500631483,0.48518657164227824
16.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5583333333333332,0.051492865054443726,0.6613190634422207,0.4553476032244458
17.0,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5703703703703712,0.045946829173634005,0.6622640287176392,0.47847671202310316
17.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5851851851851857,0.035858250319874725,0.6569016858249351,0.5134686845454363
17.1,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5636363636363634,0.04923659639173306,0.6621095564198295,0.46516317085289727
27.9,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,NaN,NaN,NaN
27.8,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,NaN,NaN,NaN
27.3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,NaN,NaN,NaN
49.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
48.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
48.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
48.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
49.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
50.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
52.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
53.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
52.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
52.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
45.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
49.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
39.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
39.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
44.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
50.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
48.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
48.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
46.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
47.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
42.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
43.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
45.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
39.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
49.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
48.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
50.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
49.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
48.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
51.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
48.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
48.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
50.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
50.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
42.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
41.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
39.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
39.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
39.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
38.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
39.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
51.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
51.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
51.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
50.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
49.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
50.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
49.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
40.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
37.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
38.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
37.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
56.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,NaN
